1,-2.101167315,-3.539024949,4.983596551,0,-3.798580911,-0.937056535,1.977569238
0,-0.624704356,1.406729229,1.488517586,1,1.653162432,-2.354314488,4.693675135
1,7.540703441,5.013046464,2.723735409,0,8.124818799,-0.000457771,1.220721752
1,-1.445029374,11.91805905,0.713359274,0,1.562829023,-0.468299382,6.250095369
0,1.826504921,-1.260242618,1.953154803,1,-0.58564126,2.813000687,2.734416724
0,2.18783856,2.344243534,7.812619211,0,-0.625314717,7.443808652,1.561760891
0,4.999771115,6.474250401,1.561760891,1,-0.156557565,-3.72121767,0.002288853
0,1.249713893,9.374685283,4.687571527,0,3.749752041,-3.281757839,1.134508278
1,-1.250324254,4.303501946,1.744869154,0,3.437247272,4.688029297,3.125047684
1,-4.494392309,6.692149233,3.151750973,0,5.624780652,9.024032959,3.124284733
0,5.625391012,-1.87457084,6.250095369,0,0.702830549,3.559166857,1.561760891
1,-0.847486076,-5.089951934,0.597390707,0,0.624704356,9.843442435,3.906309606
1,-6.484779126,-3.945525292,1.789120317,0,-5.278706035,8.643167773,5.468833448
1,-3.530022126,-3.398031586,8.658731975,1,1.87472343,3.969329366,4.17410544
0,-5.000381476,8.908674754,6.250095369,0,-1.401693751,3.633325704,2.343022812
0,4.06286717,1.875486381,1.561760891,1,-1.134966049,-1.083543145,7.61654078
0,7.187914855,-3.280842298,7.177080949,0,2.500343328,7.500572213,7.03135729
0,7.500419623,-3.280842298,7.95834287,0,0.780956741,3.280842298,0.854505226
0,0.943312734,-0.835431449,1.220721752,0,-2.192721447,2.760814832,4.508278019
0,3.750362402,0.937972076,7.949187457,0,1.333333333,-0.720073243,1.171892882
1,0.820630198,-5.740901808,2.221713588,0,-3.827878233,7.617761501,4.687571527
1,0.082703899,-0.699931334,11.32753491,0,1.249713893,7.969329366,6.250095369
0,1.495078965,3.926298924,0.896467536,0,7.500419623,0.000457771,6.494239719
0,-5.136491951,7.500572213,2.551308461,0,-2.109712367,4.5085832,3.125047684
1,6.680094606,-5.859006638,2.246128023,0,0.972610056,1.641107805,0.463111315
0,6.318150607,0.937056535,2.343022812,0,-2.500343328,7.499656672,3.125047684
1,5.039444572,0.352025635,4.693675135,0,1.073929961,-0.967269398,0.372320134
0,-2.441748684,5.376516365,3.271534295,1,-0.595407034,-1.239185168,6.274509804
0,-3.281605249,8.701762417,6.250095369,1,-2.333714809,-1.87457084,9.862668803
0,-1.093461509,3.047379263,4.784466316,0,-2.646829938,-1.991760128,1.709010452
1,-1.922331579,2.109864958,6.274509804,1,-0.426947433,-7.539024949,0.001525902
0,5.905546654,-5.541313802,1.598382544,0,-2.812237736,0.937972076,1.97909514
0,-3.301747158,-0.351110094,1.207751583,0,-1.835660334,4.688029297,3.418020905
1,2.367895018,-2.098878462,3.459983215,0,-1.62386511,1.252918288,1.757839323
0,10.00045777,-1.406729229,2.905317769,1,-1.09407187,2.813000687,0.060273136
0,-2.264133669,1.641107805,2.734416724,1,3.447013046,3.925383383,5.676356146
0,-4.35523003,9.844357977,5.468833448,1,-1.739223316,-8.125886931,0.194552529
1,-1.171587701,6.093385214,3.253223468,0,-4.281986725,3.047379263,2.441443503
1,-5.937895781,-1.698786908,3.137254902,0,-3.379262989,5.629205768,3.5538262
1,0.621042191,3.221332113,6.63385977,1,-4.560921645,-3.750514992,1.952391852
0,-1.87472343,-3.281757839,2.343785763,0,6.249790188,1.87457084,0.311284047
0,5.703517205,3.996795605,3.125047684,0,-5.000381476,-1.87457084,1.792935073

